date,DewPointFarenheit,DewPointCelsius,RelativeHumidity,WetBulbCelsius
6/27/2010 8:00,36,2,29,10.7
6/27/2010 9:00,28,-2,21,9
6/27/2010 10:00,32,0,28,8.9
6/27/2010 11:00,30,-1,21,9.8
6/27/2010 12:00,27,-3,18,9.5
6/27/2010 13:00,28,-2,24,8.1
6/27/2010 14:00,45,7,64,10.1
6/27/2010 15:00,43,6,52,10.4
6/27/2010 16:00,37,3,37,9.6
6/27/2010 17:00,41,5,45,10.3
6/27/2010 18:00,39,4,41,9.8
6/27/2010 19:00,43,6,60,9.5
6/27/2010 20:00,43,6,60,9.5
6/27/2010 21:00,39,4,55,8
6/27/2010 22:00,37,3,53,7.2
6/27/2010 23:00,37,3,53,7.2
6/28/2010 0:00,36,2,51,7
6/28/2010 1:00,36,2,55,6.5
6/28/2010 2:00,36,2,51,7
6/28/2010 3:00,36,2,55,6.5
6/28/2010 4:00,34,1,47,6.5
6/28/2010 5:00,36,2,51,7
6/28/2010 6:00,36,2,51,7
6/28/2010 7:00,39,4,44,9.4
6/28/2010 8:00,39,4,32,11.3
6/28/2010 9:00,27,-3,18,9.5
6/28/2010 10:00,32,0,19,11.3
6/28/2010 11:00,30,-1,20,10.1
6/28/2010 12:00,32,0,23,10.2
6/28/2010 13:00,36,2,33,9.8
6/28/2010 14:00,36,2,33,9.8
6/28/2010 15:00,45,7,52,11.4
6/28/2010 16:00,41,5,43,10.6
6/28/2010 17:00,39,4,37,10.5
6/28/2010 18:00,45,7,50,11.6
6/28/2010 19:00,45,7,52,11.4
6/28/2010 20:00,41,5,48,9.9
6/28/2010 21:00,41,5,55,9
6/28/2010 22:00,41,5,55,9
6/28/2010 23:00,37,3,41,8.9
6/29/2010 0:00,36,2,46,7.7
6/29/2010 1:00,36,2,46,7.7
6/29/2010 2:00,36,2,49,7.3
6/29/2010 3:00,37,3,57,6.8
6/29/2010 4:00,37,3,57,6.8
6/29/2010 5:00,36,2,51,7
6/29/2010 6:00,39,4,48,8.9
6/29/2010 7:00,39,4,48,8.9
6/29/2010 8:00,34,1,31,9.4
6/29/2010 9:00,32,0,25,9.8
6/29/2010 10:00,27,-3,19,9.3
6/29/2010 11:00,27,-3,17,10
6/29/2010 12:00,32,0,22,10.5
6/29/2010 13:00,37,3,30,10.9
6/29/2010 14:00,37,3,30,10.9
6/29/2010 15:00,41,5,40,11
6/29/2010 16:00,45,7,50,11.6
6/29/2010 17:00,45,7,52,11.4
6/29/2010 18:00,43,6,48,10.9
6/29/2010 19:00,43,6,48,10.9
6/29/2010 20:00,43,6,52,10.4
6/29/2010 21:00,45,7,60,10.5
6/29/2010 22:00,43,6,60,9.5
6/29/2010 23:00,41,5,59,8.5
6/30/2010 0:00,37,3,47,8
6/30/2010 1:00,37,3,47,8
6/30/2010 2:00,34,1,42,7.3
6/30/2010 3:00,32,0,39,6.8
6/30/2010 4:00,34,1,45,6.8
6/30/2010 5:00,34,1,42,7.3
6/30/2010 6:00,34,1,36,8.2
6/30/2010 7:00,34,1,34,8.7
6/30/2010 8:00,36,2,31,10.2
6/30/2010 9:00,34,1,27,10.2
6/30/2010 10:00,32,0,22,10.5
6/30/2010 11:00,34,1,24,10.9
6/30/2010 12:00,43,6,41,11.9
6/30/2010 13:00,37,3,27,11.5
6/30/2010 14:00,39,4,29,12
6/30/2010 15:00,39,4,30,11.8
6/30/2010 16:00,39,4,30,11.8
6/30/2010 17:00,39,4,30,11.8
6/30/2010 18:00,43,6,38,12.3
6/30/2010 19:00,43,6,38,12.3
6/30/2010 20:00,43,6,38,12.3
6/30/2010 21:00,43,6,38,12.3
6/30/2010 22:00,43,6,38,12.3
6/30/2010 23:00,43,6,38,12.3
7/1/2010 0:00,43,6,38,12.3
7/1/2010 1:00,27,-3,27,6.8
7/1/2010 2:00,28,-2,31,6.5
7/1/2010 3:00,32,0,36,7.3
7/1/2010 4:00,34,1,42,7.3
7/1/2010 5:00,34,1,42,7.3
7/1/2010 6:00,37,3,41,8.9
7/1/2010 7:00,37,3,34,10
7/1/2010 8:00,37,3,30,10.9
7/1/2010 9:00,34,1,25,10.7
7/1/2010 10:00,39,4,30,11.8
7/1/2010 11:00,39,4,32,11.3
7/1/2010 12:00,43,6,41,11.9
7/1/2010 13:00,43,6,43,11.5
7/1/2010 14:00,36,2,27,11.1
7/1/2010 15:00,41,5,35,11.8
7/1/2010 16:00,39,4,30,11.8
7/1/2010 17:00,41,5,33,12.2
7/1/2010 18:00,43,6,38,12.3
7/1/2010 19:00,43,6,41,11.9
7/1/2010 20:00,43,6,41,11.9
7/1/2010 21:00,43,6,43,11.5
7/1/2010 22:00,43,6,43,11.5
7/1/2010 23:00,43,6,47,11.1
7/2/2010 0:00,43,6,48,10.9
7/2/2010 1:00,43,6,52,10.4
7/2/2010 2:00,43,6,48,10.9
7/2/2010 3:00,43,6,48,10.9
7/2/2010 4:00,43,6,48,10.9
7/2/2010 5:00,48,9,77,10.5
7/2/2010 6:00,52,11,93,11.5
7/2/2010 7:00,52,11,93,11.5
7/2/2010 8:00,46,8,52,11.9
7/2/2010 9:00,48,9,46,13.7
7/2/2010 10:00,46,8,42,13.1
7/2/2010 11:00,45,7,38,13.2
7/2/2010 12:00,41,5,32,12.4
7/2/2010 13:00,34,1,22,11.3
7/2/2010 14:00,43,6,35,12.7
7/2/2010 15:00,48,9,67,11.4
7/2/2010 16:00,54,12,84,13.3
7/2/2010 17:00,54,12,84,13.3
7/2/2010 18:00,48,9,63,11.8
7/2/2010 19:00,48,9,72,10.9
7/2/2010 20:00,50,10,78,11.6
7/2/2010 21:00,50,10,78,11.6
7/2/2010 22:00,50,10,78,11.6
7/2/2010 23:00,45,7,52,11.4
7/3/2010 0:00,45,7,52,11.4
7/3/2010 1:00,46,8,58,11.2
7/3/2010 2:00,46,8,58,11.2
7/3/2010 3:00,46,8,58,11.2
7/3/2010 4:00,46,8,58,11.2
7/3/2010 5:00,46,8,58,11.2
7/3/2010 6:00,46,8,58,11.2
7/3/2010 7:00,39,4,37,10.5
7/3/2010 8:00,37,3,30,10.9
7/3/2010 9:00,28,-2,19,9.5
7/3/2010 10:00,28,-2,19,9.5
7/3/2010 11:00,30,-1,21,9.8
7/3/2010 12:00,28,-2,19,9.5
7/3/2010 13:00,30,-1,20,10
7/3/2010 14:00,30,-1,20,10
7/3/2010 15:00,28,-2,19,9.7
7/3/2010 16:00,27,-3,18,9.5
7/3/2010 17:00,27,-3,19,9.3
7/3/2010 18:00,21,-6,14,8.3
7/3/2010 19:00,30,-1,24,8.9
7/3/2010 20:00,34,1,33,8.9
7/3/2010 21:00,36,2,39,8.7
7/3/2010 22:00,36,2,42,8.2
7/3/2010 23:00,34,1,42,7.2
7/4/2010 0:00,32,0,39,6.8
7/4/2010 1:00,25,-4,29,5.4
7/4/2010 2:00,19,-7,23,4.3
7/4/2010 3:00,23,-5,30,4.2
7/4/2010 4:00,25,-4,35,4.1
7/4/2010 5:00,25,-4,38,3.6
7/4/2010 6:00,21,-6,25,4.7
7/4/2010 7:00,27,-3,27,6.7
7/4/2010 8:00,16,-9,14,6.1
7/4/2010 9:00,14,-10,11,6.8
7/4/2010 10:00,12,-11,10,6.6
7/4/2010 11:00,16,-9,12,7.6
7/4/2010 12:00,16,-9,12,7.6
7/4/2010 13:00,16,-9,12,7.6
7/4/2010 14:00,18,-8,12,8.1
7/4/2010 15:00,16,-9,12,7.6
7/4/2010 16:00,18,-8,14,7.4
7/4/2010 17:00,32,0,34,7.8
7/4/2010 18:00,32,0,34,7.8
7/4/2010 19:00,36,2,49,7.2
7/4/2010 20:00,37,3,57,6.8
7/4/2010 21:00,37,3,57,6.8
7/4/2010 22:00,37,3,61,6.2
7/4/2010 23:00,37,3,66,5.7
7/5/2010 0:00,37,3,71,5.2
7/5/2010 1:00,37,3,74,4.9
7/5/2010 2:00,36,2,71,4.7
7/5/2010 3:00,36,2,76,4.1
7/5/2010 4:00,32,0,65,3.2
7/5/2010 5:00,30,-1,60,2.7
7/5/2010 6:00,32,0,54,4.5
7/5/2010 7:00,30,-1,40,5.6
7/5/2010 8:00,28,-2,33,6
7/5/2010 9:00,21,-6,20,6.2
7/5/2010 10:00,23,-5,21,6.7
7/5/2010 11:00,21,-6,18,6.9
7/5/2010 12:00,18,-8,14,7.4
7/5/2010 13:00,16,-9,12,7.6
7/5/2010 14:00,19,-7,13,8
7/5/2010 15:00,18,-8,12,8.1
7/5/2010 16:00,12,-11,9,7.3
7/5/2010 17:00,12,-11,10,7.1
7/5/2010 18:00,14,-10,11,6.9
7/5/2010 19:00,16,-9,15,5.7
7/5/2010 20:00,21,-6,21,5.7
7/5/2010 21:00,23,-5,27,5
7/5/2010 22:00,25,-4,31,4.9
7/5/2010 23:00,25,-4,33,4.6
7/6/2010 0:00,25,-4,35,4.1
7/6/2010 1:00,25,-4,35,4.1
7/6/2010 2:00,25,-4,38,3.6
7/6/2010 3:00,23,-5,35,3.2
7/6/2010 4:00,25,-4,41,3
7/6/2010 5:00,25,-4,41,3
7/6/2010 6:00,21,-6,27,4.1
7/6/2010 7:00,23,-5,22,6.5
7/6/2010 8:00,23,-5,18,7.7
7/6/2010 9:00,12,-11,10,7.1
7/6/2010 10:00,14,-10,11,7.3
7/6/2010 11:00,16,-9,11,8.3
7/6/2010 12:00,16,-9,11,8.3
7/6/2010 13:00,16,-9,11,8.3
7/6/2010 14:00,16,-9,10,8.7
7/6/2010 15:00,12,-11,9,7.8
7/6/2010 16:00,12,-11,9,7.8
7/6/2010 17:00,12,-11,9,7.3
7/6/2010 18:00,10,-12,9,7.1
7/6/2010 19:00,12,-11,11,6.1
7/6/2010 20:00,18,-8,17,5.9
7/6/2010 21:00,19,-7,20,5.4
7/6/2010 22:00,19,-7,21,4.8
7/6/2010 23:00,19,-7,23,4.3
7/7/2010 0:00,19,-7,24,3.8
7/7/2010 1:00,19,-7,24,3.8
7/7/2010 2:00,19,-7,24,3.8
7/7/2010 3:00,19,-7,23,4.3
7/7/2010 4:00,19,-7,23,4.3
7/7/2010 5:00,21,-6,25,4.7
7/7/2010 6:00,25,-4,24,6.9
7/7/2010 7:00,27,-3,23,7.9
7/7/2010 8:00,27,-3,23,7.9
7/7/2010 9:00,27,-3,23,7.9
7/7/2010 10:00,28,-2,24,8.1
7/7/2010 11:00,30,-1,29,7.8
7/7/2010 12:00,34,1,36,8.2
7/7/2010 13:00,36,2,39,8.7
7/7/2010 14:00,43,6,60,9.5
7/7/2010 15:00,43,6,60,9.5
7/7/2010 16:00,37,3,37,9.6
7/7/2010 17:00,37,3,37,9.6
7/7/2010 18:00,41,5,45,10.3
7/7/2010 19:00,41,5,48,9.9
7/7/2010 20:00,41,5,48,9.9
7/7/2010 21:00,36,2,39,8.7
7/7/2010 22:00,37,3,44,8.4
7/7/2010 23:00,37,3,44,8.4
7/8/2010 0:00,37,3,44,8.4
7/8/2010 1:00,37,3,53,7.3
7/8/2010 2:00,37,3,53,7.3
7/8/2010 3:00,39,4,57,7.8
7/8/2010 4:00,39,4,57,7.8
7/8/2010 5:00,39,4,57,7.8
7/8/2010 6:00,39,4,51,8.5
7/8/2010 7:00,43,6,52,10.4
7/8/2010 8:00,37,3,32,10.5
7/8/2010 9:00,30,-1,26,8.5
7/8/2010 10:00,46,8,67,10.4
7/8/2010 11:00,46,8,72,9.9
7/8/2010 12:00,46,8,75,9.7
7/8/2010 13:00,46,8,75,9.7
7/8/2010 14:00,48,9,80,10.3
7/8/2010 15:00,46,8,58,11.3
7/8/2010 16:00,43,6,48,10.9
7/8/2010 17:00,45,7,52,11.4
7/8/2010 18:00,46,8,62,10.8
7/8/2010 19:00,46,8,67,10.4
7/8/2010 20:00,48,9,77,10.5
7/8/2010 21:00,48,9,77,10.5
7/8/2010 22:00,46,8,75,9.7
7/8/2010 23:00,45,7,72,9.4
7/9/2010 0:00,43,6,72,8.3
7/9/2010 1:00,39,4,57,7.8
7/9/2010 2:00,41,5,66,7.8
7/9/2010 3:00,39,4,61,7.3
7/9/2010 4:00,39,4,61,7.3
7/9/2010 5:00,41,5,66,7.8
7/9/2010 6:00,41,5,59,8.5
7/9/2010 7:00,43,6,52,10.4
7/9/2010 8:00,45,7,47,12
7/9/2010 9:00,39,4,35,10.9
7/9/2010 10:00,37,3,28,11.3
7/9/2010 11:00,37,3,28,11.3
7/9/2010 12:00,39,4,30,11.8
7/9/2010 13:00,46,8,49,12.3
7/9/2010 14:00,41,5,35,11.8
7/9/2010 15:00,43,6,43,11.5
7/9/2010 16:00,45,7,52,11.4
7/9/2010 17:00,45,7,52,11.4
7/9/2010 18:00,46,8,54,11.7
7/9/2010 19:00,45,7,52,11.4
7/9/2010 20:00,45,7,52,11.4
7/9/2010 21:00,45,7,56,11
7/9/2010 22:00,45,7,56,11
7/9/2010 23:00,43,6,56,10
7/10/2010 0:00,43,6,60,9.5
7/10/2010 1:00,45,7,64,10.1
7/10/2010 2:00,43,6,60,9.5
7/10/2010 3:00,43,6,64,9.1
7/10/2010 4:00,41,5,59,8.5
7/10/2010 5:00,41,5,62,8.3
7/10/2010 6:00,41,5,55,9
7/10/2010 7:00,41,5,45,10.3
7/10/2010 8:00,39,4,35,10.9
7/10/2010 9:00,39,4,32,11.4
7/10/2010 10:00,39,4,30,11.8
7/10/2010 11:00,37,3,27,11.5
7/10/2010 12:00,36,2,27,11.1
7/10/2010 13:00,50,10,78,11.6
7/10/2010 14:00,50,10,67,12.4
7/10/2010 15:00,48,9,56,12.5
7/10/2010 16:00,45,7,41,12.8
7/10/2010 17:00,43,6,41,11.9
7/10/2010 18:00,46,8,52,11.9
7/10/2010 19:00,46,8,54,11.7
7/10/2010 20:00,48,9,67,11.4
7/10/2010 21:00,46,8,67,10.4
7/10/2010 22:00,46,8,72,9.9
7/10/2010 23:00,46,8,72,9.9
7/11/2010 0:00,45,7,72,9.4
7/11/2010 1:00,45,7,72,9.4
7/11/2010 2:00,45,7,72,9.4
7/11/2010 3:00,43,6,67,8.8
7/11/2010 4:00,43,6,72,8.3
7/11/2010 5:00,43,6,72,8.3
7/11/2010 6:00,43,6,60,9.5
7/11/2010 7:00,43,6,48,10.9
7/11/2010 8:00,39,4,35,10.9
7/11/2010 9:00,36,2,27,11.1
7/11/2010 10:00,36,2,24,11.7
7/11/2010 11:00,34,1,22,11.3
7/11/2010 12:00,37,3,27,11.5
7/11/2010 13:00,39,4,30,11.8
7/11/2010 14:00,48,9,46,13.7
7/11/2010 15:00,41,5,33,12.2
7/11/2010 16:00,37,3,27,11.5
7/11/2010 17:00,43,6,41,11.9
7/11/2010 18:00,43,6,41,11.9
7/11/2010 19:00,45,7,50,11.6
7/11/2010 20:00,46,8,58,11.2
7/11/2010 21:00,46,8,67,10.4
7/11/2010 22:00,46,8,72,9.9
7/11/2010 23:00,46,8,72,9.9
7/12/2010 0:00,46,8,75,9.7
7/12/2010 1:00,45,7,72,9.4
7/12/2010 2:00,45,7,77,8.9
7/12/2010 3:00,45,7,77,8.9
7/12/2010 4:00,43,6,77,7.9
7/12/2010 5:00,43,6,77,7.9
7/12/2010 6:00,43,6,64,9.1
7/12/2010 7:00,45,7,56,11
7/12/2010 8:00,37,3,34,10
7/12/2010 9:00,32,0,25,9.8
7/12/2010 10:00,30,-1,21,9.8
7/12/2010 11:00,30,-1,19,10.5
7/12/2010 12:00,28,-2,18,10.1
7/12/2010 13:00,28,-2,18,10.1
7/12/2010 14:00,30,-1,17,11.3
7/12/2010 15:00,30,-1,18,10.9
7/12/2010 16:00,30,-1,17,11.3
7/12/2010 17:00,28,-2,16,10.5
7/12/2010 18:00,27,-3,17,9.9
7/12/2010 19:00,30,-1,21,9.8
7/12/2010 20:00,34,1,31,9.3
7/12/2010 21:00,34,1,33,8.9
7/12/2010 22:00,34,1,34,8.7
7/12/2010 23:00,34,1,34,8.7
7/13/2010 0:00,36,2,42,8.2
7/13/2010 1:00,36,2,42,8.2
7/13/2010 2:00,36,2,42,8.2
7/13/2010 3:00,37,3,47,8
7/13/2010 4:00,37,3,47,8
7/13/2010 5:00,41,5,55,9
7/13/2010 6:00,41,5,43,10.6
7/13/2010 7:00,43,6,41,11.9
7/13/2010 8:00,43,6,41,11.9
7/13/2010 9:00,37,3,25,11.9
7/13/2010 10:00,39,4,27,12.4
7/13/2010 11:00,43,6,35,12.7
7/13/2010 12:00,39,4,26,12.7
7/13/2010 13:00,39,4,26,12.7
7/13/2010 14:00,34,1,18,12.5
7/13/2010 15:00,30,-1,16,11.7
7/13/2010 16:00,30,-1,16,11.7
7/13/2010 17:00,32,0,17,12.1
7/13/2010 18:00,32,0,18,11.7
7/13/2010 19:00,36,2,26,11.3
7/13/2010 20:00,36,2,26,11.3
7/13/2010 21:00,39,4,32,11.3
7/13/2010 22:00,39,4,32,11.3
7/13/2010 23:00,41,5,38,11.4
7/14/2010 0:00,41,5,40,11
7/14/2010 1:00,43,6,43,11.5
7/14/2010 2:00,45,7,50,11.6
7/14/2010 3:00,46,8,54,11.7
7/14/2010 4:00,46,8,58,11.2
7/14/2010 5:00,46,8,58,11.3
7/14/2010 6:00,46,8,52,11.9
7/14/2010 7:00,46,8,45,12.7
7/14/2010 8:00,46,8,45,12.7
7/14/2010 9:00,36,2,24,11.7
7/14/2010 10:00,36,2,24,11.7
7/14/2010 11:00,36,2,23,12.1
7/14/2010 12:00,37,3,24,12.3
7/14/2010 13:00,37,3,22,12.7
7/14/2010 14:00,37,3,22,12.7
7/14/2010 15:00,30,-1,16,11.7
7/14/2010 16:00,25,-4,13,10.9
7/14/2010 17:00,19,-7,10,10
7/14/2010 18:00,19,-7,10,9.6
7/14/2010 19:00,25,-4,17,9
7/14/2010 20:00,28,-2,21,9
7/14/2010 21:00,30,-1,26,8.5
7/14/2010 22:00,28,-2,26,7.7
7/14/2010 23:00,28,-2,27,7.4
7/15/2010 0:00,28,-2,29,7
7/15/2010 1:00,28,-2,29,7
7/15/2010 2:00,28,-2,33,6
7/15/2010 3:00,32,0,34,7.8
7/15/2010 4:00,32,0,39,6.8
7/15/2010 5:00,36,2,46,7.7
7/15/2010 6:00,36,2,37,9.1
7/15/2010 7:00,39,4,35,10.9
7/15/2010 8:00,37,3,27,11.5
7/15/2010 9:00,37,3,27,11.5
7/15/2010 10:00,16,-9,9,9.7
7/15/2010 11:00,18,-8,9,10.1
7/15/2010 12:00,21,-6,10,10.5
7/15/2010 13:00,21,-6,10,10.5
7/15/2010 14:00,19,-7,9,10.3
7/15/2010 15:00,21,-6,10,10.9
7/15/2010 16:00,21,-6,10,10.5
7/15/2010 17:00,25,-4,13,10.9
7/15/2010 18:00,27,-3,16,10.4
7/15/2010 19:00,28,-2,19,9.7
7/15/2010 20:00,27,-3,18,9.5
7/15/2010 21:00,32,0,26,9.4
7/15/2010 22:00,32,0,30,8.5
7/15/2010 23:00,30,-1,28,8.1
7/16/2010 0:00,30,-1,31,7.4
7/16/2010 1:00,30,-1,31,7.4
7/16/2010 2:00,28,-2,29,7
7/16/2010 3:00,30,-1,33,6.9
7/16/2010 4:00,30,-1,36,6.4
7/16/2010 5:00,30,-1,36,6.4
7/16/2010 6:00,30,-1,29,7.8
7/16/2010 7:00,36,2,31,10.2
7/16/2010 8:00,34,1,22,11.3
7/16/2010 9:00,7,-14,6,8.8
7/16/2010 10:00,-2,-19,4,8.4
7/16/2010 11:00,-2,-19,4,8.4
7/16/2010 12:00,9,-13,6,9.6
7/16/2010 13:00,7,-14,5,9.9
7/16/2010 14:00,7,-14,5,9.9
7/16/2010 15:00,9,-13,6,9.6
7/16/2010 16:00,7,-14,6,9
7/16/2010 17:00,10,-12,7,9
7/16/2010 18:00,10,-12,7,8.6
7/16/2010 19:00,9,-13,7,8
7/16/2010 20:00,16,-9,12,7.6
7/16/2010 21:00,19,-7,14,7.6
7/16/2010 22:00,21,-6,18,6.9
7/16/2010 23:00,21,-6,19,6.4
7/17/2010 0:00,21,-6,20,6.2
7/17/2010 1:00,21,-6,20,6.2
7/17/2010 2:00,27,-3,23,7.9
7/17/2010 3:00,30,-1,26,8.5
7/17/2010 4:00,32,0,30,8.5
7/17/2010 5:00,36,2,36,9.4
7/17/2010 6:00,43,6,41,11.9
7/17/2010 7:00,41,5,33,12.2
7/17/2010 8:00,39,4,26,12.8
7/17/2010 9:00,21,-6,11,10.3
7/17/2010 10:00,21,-6,10,10.5
7/17/2010 11:00,21,-6,10,10.9
7/17/2010 12:00,25,-4,11,11.9
7/17/2010 13:00,25,-4,11,11.9
7/17/2010 14:00,23,-5,10,11.6
7/17/2010 15:00,36,2,20,12.9
7/17/2010 16:00,34,1,18,12.5
7/17/2010 17:00,32,0,16,12.3
7/17/2010 18:00,19,-7,10,10
7/17/2010 19:00,30,-1,18,10.9
7/17/2010 20:00,30,-1,19,10.5
7/17/2010 21:00,34,1,27,10.2
7/17/2010 22:00,32,0,25,9.8
7/17/2010 23:00,34,1,33,8.9
7/18/2010 0:00,36,2,36,9.4
7/18/2010 1:00,36,2,37,9.1
7/18/2010 2:00,36,2,37,9.1
7/18/2010 3:00,36,2,37,9.1
7/18/2010 4:00,36,2,37,9.1
7/18/2010 5:00,36,2,37,9.1
7/18/2010 6:00,34,1,31,9.4
7/18/2010 7:00,41,5,40,11
7/18/2010 8:00,39,4,30,11.8
7/18/2010 9:00,34,1,20,12.1
7/18/2010 10:00,36,2,20,12.9
7/18/2010 11:00,34,1,18,12.7
7/18/2010 12:00,32,0,15,12.7
7/18/2010 13:00,28,-2,13,12
7/18/2010 14:00,28,-2,13,12
7/18/2010 15:00,28,-2,13,12
7/18/2010 16:00,27,-3,12,11.8
7/18/2010 17:00,28,-2,13,12
7/18/2010 18:00,30,-1,15,11.9
7/18/2010 19:00,32,0,18,11.7
7/18/2010 20:00,36,2,24,11.7
7/18/2010 21:00,36,2,29,10.7
7/18/2010 22:00,36,2,31,10.2
7/18/2010 23:00,37,3,34,10
7/19/2010 0:00,37,3,37,9.6
7/19/2010 1:00,37,3,37,9.6
7/19/2010 2:00,39,4,41,9.8
7/19/2010 3:00,37,3,38,9.4
7/19/2010 4:00,37,3,38,9.4
7/19/2010 5:00,37,3,37,9.6
7/19/2010 6:00,37,3,34,10
7/19/2010 7:00,37,3,28,11.3
7/19/2010 8:00,36,2,21,12.5
7/19/2010 9:00,37,3,20,13.3
7/19/2010 10:00,36,2,19,13.1
7/19/2010 11:00,36,2,18,13.4
7/19/2010 12:00,36,2,18,13.4
7/19/2010 13:00,36,2,20,12.9
7/19/2010 14:00,36,2,19,13.1
7/19/2010 15:00,34,1,18,12.7
7/19/2010 16:00,32,0,17,12.1
7/19/2010 17:00,30,-1,15,11.9
7/19/2010 18:00,32,0,18,11.7
7/19/2010 19:00,36,2,24,11.7
7/19/2010 20:00,46,8,49,12.3
7/19/2010 21:00,45,7,44,12.4
7/19/2010 22:00,45,7,47,12
7/19/2010 23:00,45,7,47,12
7/20/2010 0:00,45,7,47,12
7/20/2010 1:00,43,6,47,11.1
7/20/2010 2:00,45,7,52,11.4
7/20/2010 3:00,43,6,48,10.9
7/20/2010 4:00,43,6,48,10.9
7/20/2010 5:00,43,6,52,10.4
7/20/2010 6:00,43,6,47,11.1
7/20/2010 7:00,46,8,42,13.1
7/20/2010 8:00,43,6,32,13.3
7/20/2010 9:00,41,5,28,13.2
7/20/2010 10:00,39,4,24,13.1
7/20/2010 11:00,43,6,30,13.7
7/20/2010 12:00,43,6,30,13.7
7/20/2010 13:00,54,12,57,15.4
7/20/2010 14:00,45,7,34,13.8
7/20/2010 15:00,46,8,31,14.8
7/20/2010 16:00,46,8,31,14.8
7/20/2010 17:00,45,7,34,13.8
7/20/2010 18:00,48,9,41,14.2
7/20/2010 19:00,48,9,41,14.2
7/20/2010 20:00,52,11,65,13.7
7/20/2010 21:00,54,12,73,14.1
7/20/2010 22:00,55,13,81,14
7/20/2010 23:00,55,13,81,14
7/21/2010 0:00,54,12,90,12.8
7/21/2010 1:00,54,12,84,13.3
7/21/2010 2:00,52,11,72,13
7/21/2010 3:00,54,12,78,13.7
7/21/2010 4:00,50,10,63,12.8
7/21/2010 5:00,50,10,61,13
7/21/2010 6:00,54,12,73,14.1
7/21/2010 7:00,55,13,87,13.6
7/21/2010 8:00,57,14,93,14.3
7/21/2010 9:00,55,13,63,15.4
7/21/2010 10:00,55,13,59,15.7
7/21/2010 11:00,52,11,48,15.4
7/21/2010 12:00,54,12,53,15.8
7/21/2010 13:00,54,12,53,15.8
7/21/2010 14:00,54,12,53,15.8
7/21/2010 15:00,54,12,53,15.8
7/21/2010 16:00,54,12,53,15.8
7/21/2010 17:00,54,12,53,15.8
7/21/2010 18:00,54,12,53,15.8
7/21/2010 19:00,54,12,53,15.8
7/21/2010 20:00,54,12,53,15.8
7/21/2010 21:00,54,12,53,15.8
7/21/2010 22:00,54,12,53,15.8
7/21/2010 23:00,54,12,53,15.8
7/22/2010 0:00,54,12,53,15.8
7/22/2010 1:00,54,12,53,15.8
7/22/2010 2:00,54,12,53,15.8
7/22/2010 3:00,54,12,53,15.8
7/22/2010 4:00,54,12,53,15.8
7/22/2010 5:00,54,12,53,15.8
7/22/2010 6:00,54,12,53,15.8
7/22/2010 7:00,55,13,93,13.2
7/22/2010 8:00,54,12,84,13.3
7/22/2010 9:00,54,12,78,13.7
7/22/2010 10:00,52,11,68,13.4
7/22/2010 11:00,55,13,75,14.4
7/22/2010 12:00,55,13,75,14.4
7/22/2010 13:00,50,10,53,13.8
7/22/2010 14:00,52,11,53,14.8
7/22/2010 15:00,52,11,53,14.8
7/22/2010 16:00,52,11,53,14.8
7/22/2010 17:00,52,11,53,14.8
7/22/2010 18:00,52,11,53,14.8
7/22/2010 19:00,52,11,53,14.8
7/22/2010 20:00,52,11,53,14.8
7/22/2010 21:00,54,12,73,14.1
7/22/2010 22:00,54,12,78,13.7
7/22/2010 23:00,54,12,78,13.7
7/23/2010 0:00,54,12,78,13.7
7/23/2010 1:00,54,12,84,13.3
7/23/2010 2:00,54,12,90,12.8
7/23/2010 3:00,52,11,83,12.2
7/23/2010 4:00,54,12,96,12.4
7/23/2010 5:00,54,12,96,12.4
7/23/2010 6:00,54,12,84,13.3
7/23/2010 7:00,54,12,73,14.1
7/23/2010 8:00,50,10,53,13.8
7/23/2010 9:00,52,11,53,14.8
7/23/2010 10:00,52,11,53,14.8
7/23/2010 11:00,41,5,32,12.4
7/23/2010 12:00,41,5,32,12.4
7/23/2010 13:00,34,1,25,10.6
7/23/2010 14:00,50,10,49,14.2
7/23/2010 15:00,45,7,38,13.2
7/23/2010 16:00,32,0,21,10.9
7/23/2010 17:00,36,2,27,11.1
7/23/2010 18:00,37,3,28,11.3
7/23/2010 19:00,46,8,49,12.3
7/23/2010 20:00,45,7,50,11.6
7/23/2010 21:00,45,7,50,11.6
7/23/2010 22:00,45,7,50,11.6
7/23/2010 23:00,45,7,50,11.6
7/24/2010 0:00,45,7,50,11.6
7/24/2010 1:00,45,7,50,11.6
7/24/2010 2:00,45,7,50,11.6
7/24/2010 3:00,45,7,50,11.6
7/24/2010 4:00,43,6,67,8.8
7/24/2010 5:00,43,6,67,8.8
7/24/2010 6:00,43,6,67,8.8
7/24/2010 7:00,43,6,67,8.8
7/24/2010 8:00,43,6,67,8.8
7/24/2010 9:00,43,6,67,8.8
7/24/2010 10:00,43,6,67,8.8
7/24/2010 11:00,43,6,67,8.8
7/24/2010 12:00,43,6,67,8.8
7/24/2010 13:00,43,6,67,8.8
7/24/2010 14:00,43,6,67,8.8
7/24/2010 15:00,43,6,67,8.8
7/24/2010 16:00,43,6,67,8.8
7/24/2010 17:00,43,6,67,8.8
7/24/2010 18:00,43,6,67,8.8
7/24/2010 19:00,43,6,67,8.8
7/24/2010 20:00,43,6,67,8.8
7/24/2010 21:00,43,6,67,8.8
